frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.197082100","231","192.168.0.43","255.255.255.255","53500","31339",,
"1769541593.197206100","54","192.168.0.43","168.119.77.25",,,"62517","443"
"1769541593.238098100","60","140.82.112.21","192.168.0.43",,,"443","57918"
"1769541593.329008100","591","192.168.0.43","255.255.255.255","65156","31337",,
"1769541593.329098200","591","192.168.0.43","255.255.255.255","65156","31338",,
"1769541593.329148400","591","192.168.0.43","255.255.255.255","65156","31339",,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399529800","243","192.168.0.43","255.255.255.255","53500","31337",,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399709800","243","192.168.0.43","255.255.255.255","53500","31338",,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.399824200","243","192.168.0.43","255.255.255.255","53500","31339",,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533367100","1514","192.168.0.43","255.255.255.255",,,,
