frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1772865973.249096000","54","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865973.464783000","60",,,,,,
"1772865973.484207000","60",,,,,,
"1772865973.598045000","93","140.82.114.5","192.168.68.57",,,"443","64227"
"1772865973.598442000","54","192.168.68.57","140.82.114.5",,,"64227","443"
"1772865973.682931000","54","140.82.114.5","192.168.68.57",,,"443","64227"
"1772865973.682931000","78","140.82.114.5","192.168.68.57",,,"443","64227"
"1772865973.682991000","54","192.168.68.57","140.82.114.5",,,"64227","443"
"1772865973.683107000","54","192.168.68.57","140.82.114.5",,,"64227","443"
"1772865973.734238000","60",,,,,,
"1772865973.763813000","54","140.82.114.5","192.168.68.57",,,"443","64227"
"1772865973.911038000","222","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865973.912028000","226","192.168.68.57","104.18.35.46",,,"47545","443"
"1772865973.975207000","54","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865973.984274000","60",,,,,,
"1772865974.163720000","42",,,,,,
"1772865974.163771000","42",,,,,,
"1772865974.235352000","60",,,,,,
"1772865974.482184000","60",,,,,,
"1772865974.968603000","164","192.168.68.57","192.168.68.53",,,"37126","8009"
"1772865974.984281000","60",,,,,,
"1772865975.018707000","164","192.168.68.53","192.168.68.57",,,"8009","37126"
"1772865975.067290000","54","192.168.68.57","192.168.68.53",,,"37126","8009"
"1772865975.236042000","60",,,,,,
"1772865975.467608000","60",,,,,,
"1772865975.484229000","60",,,,,,
"1772865975.551170000","221","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865975.552267000","225","192.168.68.57","104.18.35.46",,,"59460","443"
"1772865975.615155000","54","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865975.686743000","224","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865975.687729000","228","192.168.68.57","104.18.35.46",,,"10822","443"
"1772865975.724818000","495","192.168.68.1","239.255.255.250","47863","1900",,
"1772865975.734305000","60",,,,,,
"1772865975.756159000","54","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865976.080740000","60",,,,,,
"1772865976.235633000","60",,,,,,
"1772865976.410069000","222","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865976.411172000","226","192.168.68.57","104.18.35.46",,,"47545","443"
"1772865976.468687000","60",,,,,,
"1772865976.473519000","54","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865976.487163000","60",,,,,,
"1772865976.734332000","60",,,,,,
"1772865976.984842000","60",,,,,,
"1772865977.234671000","60",,,,,,
"1772865977.468361000","60",,,,,,
"1772865977.489546000","60",,,,,,
"1772865977.619872000","164","192.168.68.57","192.168.68.54",,,"40775","8009"
"1772865977.628932000","164","192.168.68.54","192.168.68.57",,,"8009","40775"
"1772865977.669033000","54","192.168.68.57","192.168.68.54",,,"40775","8009"
"1772865977.734407000","60",,,,,,
"1772865977.759934000","164","192.168.68.57","192.168.1.15",,,"45754","8009"
"1772865977.760200000","164","192.168.68.57","192.168.1.185",,,"52118","8009"
"1772865977.768033000","164","192.168.1.15","192.168.68.57",,,"8009","45754"
"1772865977.768034000","164","192.168.1.185","192.168.68.57",,,"8009","52118"
"1772865977.784352000","55","192.168.68.57","142.251.35.99",,,"8443","443"
"1772865977.817041000","54","192.168.68.57","192.168.1.15",,,"45754","8009"
"1772865977.817042000","54","192.168.68.57","192.168.1.185",,,"52118","8009"
"1772865977.839405000","66","142.251.35.99","192.168.68.57",,,"443","8443"
"1772865977.984685000","60",,,,,,
"1772865978.066503000","221","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865978.067436000","225","192.168.68.57","104.18.35.46",,,"59460","443"
"1772865978.069136000","78","34.117.33.233","192.168.68.57",,,"443","17592"
"1772865978.069624000","82","192.168.68.57","34.117.33.233",,,"17592","443"
"1772865978.129232000","54","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865978.142729000","54","34.117.33.233","192.168.68.57",,,"443","17592"
"1772865978.192607000","224","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865978.193702000","228","192.168.68.57","104.18.35.46",,,"10822","443"
"1772865978.201513000","92","192.168.68.57","192.168.1.1","57282","53",,
"1772865978.212317000","218","192.168.1.1","192.168.68.57","53","57282",,
"1772865978.214055000","66","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.220681000","66","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.234444000","60",,,,,,
"1772865978.263500000","54","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865978.283089000","66","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.283317000","54","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.284350000","1514","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.284351000","74","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.319676000","66","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.319913000","54","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.320532000","571","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.352514000","54","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.352515000","1514","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.352515000","54","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.352516000","1514","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.352521000","1489","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.352719000","54","192.168.68.57","1.1.1.2",,,"52801","853"
