frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1769403431.121522100","89","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403431.121578300","54","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403431.212785700","120","142.251.35.106","192.168.0.30","443","60123",,
"1769403431.246463400","79","192.168.0.30","142.251.35.106","60123","443",,
"1769403431.663271000","97","192.168.0.30","1.1.1.1","58253","53",,
"1769403431.766205400","124","192.168.0.30","57.144.197.32",,,"65457","443"
"1769403431.843254800","126","57.144.197.32","192.168.0.30",,,"443","65457"
"1769403431.857707600","163","1.1.1.1","192.168.0.30","53","58253",,
"1769403431.888908800","54","192.168.0.30","57.144.197.32",,,"65457","443"
"1769403432.103084600","160","142.251.35.106","192.168.0.30","443","60123",,
"1769403432.133920100","79","192.168.0.30","142.251.35.106","60123","443",,
"1769403432.185271000","160","142.251.35.106","192.168.0.30","443","60123",,
"1769403432.185550500","80","192.168.0.30","142.251.35.106","60123","443",,
"1769403432.237265900","97","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403432.241346100","89","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403432.251613500","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403432.656719700","97","192.168.0.30","1.1.1.1","58253","53",,
"1769403432.670063700","149","1.1.1.1","192.168.0.30","53","58253",,
"1769403432.958277300","97","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403433.002738300","97","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403433.002804600","54","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403433.011415900","89","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403433.022470000","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403433.458339800","55","192.168.0.30","172.65.232.43",,,"54585","443"
"1769403433.468987500","70","172.65.232.43","192.168.0.30",,,"443","54585"
"1769403433.565656500","71","192.168.0.30","142.251.35.106","61070","443",,
"1769403433.625824400","68","142.251.35.106","192.168.0.30","443","61070",,
"1769403434.769831000","4340","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.769947700","2157","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.785088200","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.785146000","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.789586600","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.903194400","84","172.65.184.197","192.168.0.30",,,"443","53638"
"1769403434.903797200","84","192.168.0.30","172.65.184.197",,,"53638","443"
"1769403434.912999200","64","172.65.184.197","192.168.0.30",,,"443","53638"
"1769403434.946652400","97","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.950125600","89","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.950209300","89","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.953425700","214","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.953425700","91","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.953425700","89","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.953482900","54","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.961084600","64","69.48.218.2","192.168.0.30",,,"443","54631"
